Loan_ID,Customer_ID,Age,Annual_Income,Credit_Score,Loan_Amount,Term_Months,Interest_Rate_Pct,Loan_Purpose,Employment_Status,Home_Ownership,Debt_to_Income_Ratio,Loan_Status
LN100238,CUST200238,53,37368.59,571,15823.96,60,21.91,Debt Consolidation,Employed,Mortgage,0.2,Current
LN100239,CUST200239,60,35951.69,782,17025.48,36,15.47,Home Improvement,Employed,Mortgage,0.18,Current
LN100240,CUST200240,59,57277.31,674,9528.63,36,17.61,Debt Consolidation,Employed,Mortgage,0.06,Current
LN100241,CUST200241,38,47500.21,622,26770.52,36,22.23,Major Purchase,Employed,Rent,0.22,Current
LN100242,CUST200242,60,38313.89,726,14470.71,36,17.06,Small Business,Employed,Rent,0.22,Charged Off
LN100243,CUST200243,21,55726.05,800,13402.69,36,13.71,Debt Consolidation,Employed,Mortgage,0.13,Charged Off
LN100244,CUST200244,31,59589.3,582,20956.24,60,21.48,Home Improvement,Employed,Rent,0.42,Current
LN100245,CUST200245,48,68544.64,752,15148.32,36,13.98,Education,Unemployed,Mortgage,0.11,Current
LN100246,CUST200246,45,52402.01,645,35526.73,36,21.72,Home Improvement,Self-Employed,Rent,0.19,Fully Paid
LN100247,CUST200247,43,39809.98,619,13320.74,36,21.43,Education,Employed,Mortgage,0.08,Current
LN100248,CUST200248,51,40676.98,564,17814.52,36,22.23,Debt Consolidation,Employed,Mortgage,0.08,Current
LN100249,CUST200249,50,95324.32,780,9006.78,36,16.35,Small Business,Employed,Mortgage,0.09,Fully Paid
LN100250,CUST200250,62,33706.06,782,21964.28,60,14.66,Home Improvement,Employed,Mortgage,0.21,Fully Paid
LN100251,CUST200251,55,74079.56,605,17469.75,60,18.67,Debt Consolidation,Self-Employed,Mortgage,0.11,Fully Paid
LN100252,CUST200252,27,77988.66,799,12288.26,60,12.4,Education,Employed,Rent,0.13,Fully Paid
LN100253,CUST200253,36,61968.11,606,8020.5,36,21.85,Education,Employed,Rent,0.21,Current
LN100254,CUST200254,46,109195.73,535,4524.62,36,25.86,Debt Consolidation,Employed,Mortgage,0.06,Fully Paid
LN100255,CUST200255,22,77542.97,646,18349.72,36,22.7,Education,Employed,Mortgage,0.12,Current
LN100256,CUST200256,21,111072.58,761,3904.96,60,14.6,Debt Consolidation,Employed,Rent,0.24,Current
LN100257,CUST200257,32,48723.4,658,25467.79,36,19.6,Credit Card Reinvestment,Employed,Rent,0.37,Current
LN100258,CUST200258,25,49151.36,764,4897.24,36,13.52,Debt Consolidation,Employed,Rent,0.25,Fully Paid
LN100259,CUST200259,57,78188.43,701,13573.0,36,15.63,Debt Consolidation,Employed,Own,0.15,Fully Paid
LN100260,CUST200260,52,58463.36,654,7947.67,36,16.31,Major Purchase,Employed,Rent,0.22,Fully Paid
LN100261,CUST200261,29,107141.64,512,15261.49,36,25.1,Debt Consolidation,Employed,Rent,0.21,Fully Paid
LN100262,CUST200262,61,73542.51,796,15212.06,36,15.06,Debt Consolidation,Employed,Rent,0.23,Fully Paid
LN100263,CUST200263,55,38885.64,821,18558.42,60,13.32,Home Improvement,Employed,Mortgage,0.16,Fully Paid
LN100264,CUST200264,39,21579.59,584,2789.77,60,21.77,Debt Consolidation,Employed,Mortgage,0.09,Charged Off
LN100265,CUST200265,36,63044.04,779,8890.38,36,15.68,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN100266,CUST200266,23,62771.92,744,22764.38,36,19.67,Debt Consolidation,Employed,Rent,0.43,Fully Paid
LN100267,CUST200267,40,72844.15,799,20268.41,60,11.79,Major Purchase,Employed,Mortgage,0.24,Current
LN100268,CUST200268,44,95267.26,815,1000.0,36,8.76,Debt Consolidation,Employed,Rent,0.16,Fully Paid
LN100269,CUST200269,53,91977.83,508,18017.84,36,25.19,Debt Consolidation,Employed,Rent,0.28,Charged Off
LN100270,CUST200270,44,50527.47,746,6740.28,60,16.78,Debt Consolidation,Employed,Mortgage,0.04,Current
LN100271,CUST200271,31,32654.51,811,10265.42,36,10.24,Credit Card Reinvestment,Employed,Mortgage,0.14,Fully Paid
LN100272,CUST200272,28,34146.97,777,13181.38,36,15.17,Debt Consolidation,Employed,Own,0.24,Current
LN100273,CUST200273,56,46579.96,737,27459.12,36,15.01,Home Improvement,Employed,Mortgage,0.28,Fully Paid
LN100274,CUST200274,58,55831.71,702,6658.42,36,17.43,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN100275,CUST200275,60,72626.55,746,3768.85,36,13.78,Small Business,Self-Employed,Mortgage,0.06,Fully Paid
LN100276,CUST200276,40,44975.81,734,18602.55,36,14.17,Debt Consolidation,Employed,Rent,0.22,Fully Paid
LN100277,CUST200277,55,72009.8,580,14775.86,36,20.14,Major Purchase,Employed,Rent,0.14,Fully Paid
LN100278,CUST200278,45,74051.0,512,24656.03,36,25.52,Debt Consolidation,Employed,Rent,0.24,Current
LN100279,CUST200279,55,68583.6,826,12177.33,36,11.02,Debt Consolidation,Employed,Own,0.18,Fully Paid
LN100280,CUST200280,45,36784.43,515,24686.54,36,24.8,Debt Consolidation,Employed,Mortgage,0.21,Charged Off
LN100281,CUST200281,49,76695.67,544,15130.15,36,23.28,Debt Consolidation,Employed,Rent,0.18,Charged Off
LN100282,CUST200282,38,117031.74,820,19232.92,36,10.43,Home Improvement,Employed,Rent,0.21,Current
LN100283,CUST200283,38,71147.42,638,27991.55,36,19.59,Education,Employed,Mortgage,0.04,Fully Paid
LN100284,CUST200284,22,18000.0,825,13662.02,36,12.36,Debt Consolidation,Employed,Mortgage,0.09,Charged Off
LN100285,CUST200285,55,96021.99,647,23357.33,36,20.71,Home Improvement,Employed,Mortgage,0.19,Current
LN100286,CUST200286,36,47431.31,735,10091.21,36,17.84,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN100287,CUST200287,61,121642.82,690,16820.31,36,15.87,Debt Consolidation,Employed,Mortgage,0.32,Current
LN100288,CUST200288,56,67909.09,600,3442.73,36,21.53,Debt Consolidation,Employed,Mortgage,0.18,Current
LN100289,CUST200289,53,22882.48,604,10965.44,60,17.51,Small Business,Employed,Own,0.3,Current
LN100290,CUST200290,24,18000.0,749,6535.72,36,16.32,Debt Consolidation,Employed,Rent,0.06,Current
LN100291,CUST200291,53,103493.52,593,24766.02,36,22.93,Major Purchase,Employed,Mortgage,0.35,Charged Off
LN100292,CUST200292,34,92647.62,719,28910.39,36,12.23,Debt Consolidation,Employed,Rent,0.1,Current
LN100293,CUST200293,41,120650.47,797,12162.38,60,12.61,Debt Consolidation,Employed,Rent,0.03,Fully Paid
LN100294,CUST200294,40,65273.11,838,8815.69,36,10.13,Home Improvement,Self-Employed,Rent,0.07,Fully Paid
LN100295,CUST200295,28,63586.75,632,4488.44,36,19.21,Debt Consolidation,Unemployed,Mortgage,0.38,Current
LN100296,CUST200296,27,55432.03,654,17116.33,36,18.03,Debt Consolidation,Employed,Rent,0.15,Current
LN100297,CUST200297,23,48542.74,527,10181.71,36,23.85,Debt Consolidation,Employed,Rent,0.17,Fully Paid
LN100298,CUST200298,37,55189.26,781,10610.27,60,15.24,Debt Consolidation,Employed,Rent,0.14,Current
LN100299,CUST200299,53,70436.58,615,28036.71,60,19.93,Major Purchase,Employed,Mortgage,0.18,Fully Paid
LN100300,CUST200300,32,43902.48,804,12628.81,36,11.36,Debt Consolidation,Employed,Mortgage,0.29,Fully Paid
LN100301,CUST200301,42,23267.77,733,19693.2,36,15.38,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN100302,CUST200302,42,68996.92,500,15423.69,60,24.62,Debt Consolidation,Employed,Rent,0.31,Current
LN100303,CUST200303,50,43345.11,847,4158.36,36,10.99,Small Business,Employed,Mortgage,0.2,Current
LN100304,CUST200304,58,18000.0,739,1000.0,36,14.5,Home Improvement,Employed,Rent,0.11,Fully Paid
LN100305,CUST200305,58,78814.18,557,18900.18,60,23.26,Debt Consolidation,Employed,Rent,0.18,Charged Off
LN100306,CUST200306,28,37298.52,834,28632.88,36,13.58,Education,Employed,Mortgage,0.06,Fully Paid
LN100307,CUST200307,47,81544.74,682,17519.9,60,15.82,Debt Consolidation,Self-Employed,Rent,0.12,Current
LN100308,CUST200308,47,80946.2,836,19992.72,36,12.24,Home Improvement,Unemployed,Own,0.17,Fully Paid
LN100309,CUST200309,54,72089.75,525,7762.35,36,25.44,Home Improvement,Employed,Rent,0.16,Fully Paid
LN100310,CUST200310,41,127420.45,576,23119.15,36,21.31,Debt Consolidation,Employed,Rent,0.17,Current
LN100311,CUST200311,50,61548.7,716,23020.04,60,18.24,Education,Employed,Rent,0.29,Fully Paid
LN100312,CUST200312,53,57859.01,827,9430.41,36,11.83,Major Purchase,Self-Employed,Mortgage,0.11,Current
LN100313,CUST200313,48,82091.81,824,19363.27,36,10.35,Major Purchase,Employed,Rent,0.23,Fully Paid
LN100314,CUST200314,53,63613.82,761,1000.0,60,12.65,Education,Employed,Mortgage,0.17,Fully Paid
LN100315,CUST200315,25,94012.34,522,20791.3,36,25.3,Home Improvement,Employed,Rent,0.32,Charged Off
LN100316,CUST200316,39,33279.85,743,10420.66,36,16.32,Debt Consolidation,Unemployed,Rent,0.06,Fully Paid
LN100317,CUST200317,24,33695.64,657,5182.97,36,21.07,Major Purchase,Self-Employed,Mortgage,0.34,Fully Paid
LN100318,CUST200318,55,84145.24,705,18221.12,36,17.81,Debt Consolidation,Employed,Own,0.11,Current
LN100319,CUST200319,37,35879.73,809,1000.0,36,12.49,Debt Consolidation,Self-Employed,Mortgage,0.08,Current
LN100320,CUST200320,64,80227.47,586,17739.31,36,22.28,Home Improvement,Employed,Mortgage,0.3,Current
LN100321,CUST200321,48,74250.07,766,5941.77,60,14.47,Small Business,Employed,Rent,0.17,Fully Paid
LN100322,CUST200322,50,47637.79,633,4229.79,36,19.18,Debt Consolidation,Employed,Rent,0.28,Current
LN100323,CUST200323,49,74179.25,766,15478.82,60,13.54,Major Purchase,Employed,Rent,0.08,Fully Paid
LN100324,CUST200324,26,34135.19,832,13619.59,36,9.14,Home Improvement,Employed,Own,0.06,Fully Paid
LN100325,CUST200325,55,40002.5,767,26654.32,60,13.21,Debt Consolidation,Self-Employed,Mortgage,0.12,Fully Paid
LN100326,CUST200326,61,59070.31,552,4721.59,36,22.89,Major Purchase,Employed,Rent,0.04,Current
LN100327,CUST200327,57,66973.2,598,26000.44,36,17.02,Education,Unemployed,Rent,0.12,Charged Off
LN100328,CUST200328,44,57409.04,746,5898.84,36,14.39,Debt Consolidation,Employed,Rent,0.29,Fully Paid
LN100329,CUST200329,49,75827.9,535,22355.54,36,24.98,Debt Consolidation,Employed,Rent,0.19,Fully Paid
LN100330,CUST200330,51,74711.66,527,23848.74,36,25.93,Debt Consolidation,Employed,Mortgage,0.15,Fully Paid
LN100331,CUST200331,55,103234.17,719,17571.67,36,15.45,Major Purchase,Self-Employed,Rent,0.13,Fully Paid
LN100332,CUST200332,53,62617.87,601,8672.37,36,20.11,Debt Consolidation,Employed,Rent,0.1,Fully Paid
LN100333,CUST200333,41,94864.09,762,2816.36,36,13.44,Debt Consolidation,Employed,Rent,0.17,Fully Paid
LN100334,CUST200334,52,88018.14,770,1000.0,36,13.36,Credit Card Reinvestment,Employed,Mortgage,0.09,Current
LN100335,CUST200335,43,122349.43,723,29818.33,60,17.79,Home Improvement,Employed,Mortgage,0.19,Current
LN100336,CUST200336,53,61818.55,638,12625.16,60,21.92,Debt Consolidation,Employed,Rent,0.24,Current
LN100337,CUST200337,23,54491.03,779,6162.66,36,11.31,Small Business,Employed,Mortgage,0.04,Fully Paid
LN100338,CUST200338,38,96442.36,785,5854.72,36,12.38,Small Business,Employed,Rent,0.26,Fully Paid
LN100339,CUST200339,45,74635.81,749,16342.9,36,12.24,Small Business,Employed,Rent,0.12,Current
LN100340,CUST200340,62,97041.48,821,11841.18,60,12.12,Debt Consolidation,Employed,Mortgage,0.03,Fully Paid
LN100341,CUST200341,51,82919.97,816,1000.0,60,11.63,Small Business,Employed,Rent,0.17,Fully Paid
LN100342,CUST200342,23,18000.0,577,21916.33,36,22.46,Credit Card Reinvestment,Self-Employed,Rent,0.24,Charged Off
LN100343,CUST200343,60,74408.04,796,17679.87,36,14.15,Debt Consolidation,Employed,Own,0.09,Fully Paid
LN100344,CUST200344,44,72780.4,837,29719.29,36,12.35,Credit Card Reinvestment,Employed,Rent,0.03,Fully Paid
LN100345,CUST200345,52,68327.67,806,24126.33,36,10.29,Debt Consolidation,Employed,Rent,0.06,Fully Paid
LN100346,CUST200346,42,61693.92,512,1000.0,36,24.48,Credit Card Reinvestment,Unemployed,Own,0.06,Charged Off
LN100347,CUST200347,43,25196.41,845,26335.79,36,8.66,Credit Card Reinvestment,Employed,Rent,0.09,Charged Off
LN100348,CUST200348,22,86854.42,581,24659.93,36,24.37,Major Purchase,Self-Employed,Mortgage,0.36,Charged Off
LN100349,CUST200349,47,74344.21,508,9109.02,36,24.15,Debt Consolidation,Self-Employed,Rent,0.24,Charged Off
LN100350,CUST200350,62,92548.92,712,11539.39,60,14.47,Credit Card Reinvestment,Employed,Mortgage,0.18,Current
LN100351,CUST200351,22,26531.11,547,18293.8,36,22.3,Debt Consolidation,Employed,Mortgage,0.11,Fully Paid
LN100352,CUST200352,46,77678.36,548,6886.28,36,23.39,Small Business,Employed,Rent,0.17,Charged Off
LN100353,CUST200353,37,59133.52,808,13058.17,36,13.78,Credit Card Reinvestment,Employed,Mortgage,0.26,Fully Paid
LN100354,CUST200354,60,68594.7,539,23000.3,36,25.39,Debt Consolidation,Employed,Own,0.29,Current
LN100355,CUST200355,53,59421.01,779,19141.82,60,13.93,Debt Consolidation,Self-Employed,Rent,0.15,Current
LN100356,CUST200356,29,78590.2,725,9665.72,36,15.5,Credit Card Reinvestment,Employed,Mortgage,0.11,Fully Paid
LN100357,CUST200357,63,60928.17,607,23182.08,36,21.75,Home Improvement,Employed,Rent,0.18,Charged Off
LN100358,CUST200358,59,38702.13,744,17423.16,36,16.23,Credit Card Reinvestment,Employed,Rent,0.18,Fully Paid
LN100359,CUST200359,49,67160.64,754,17149.64,36,15.02,Debt Consolidation,Employed,Own,0.08,Fully Paid
LN100360,CUST200360,62,59645.64,532,10880.54,60,24.93,Credit Card Reinvestment,Employed,Mortgage,0.15,Charged Off
LN100361,CUST200361,46,62915.16,522,14947.69,36,23.2,Debt Consolidation,Employed,Rent,0.17,Charged Off
LN100362,CUST200362,55,18000.0,832,8807.27,36,11.68,Home Improvement,Employed,Mortgage,0.24,Fully Paid
LN100363,CUST200363,45,82065.9,553,1000.0,36,19.83,Education,Employed,Rent,0.34,Fully Paid
LN100364,CUST200364,44,57133.41,808,12761.66,36,14.76,Credit Card Reinvestment,Employed,Mortgage,0.3,Fully Paid
LN100365,CUST200365,33,31296.16,548,14022.78,36,22.34,Debt Consolidation,Self-Employed,Mortgage,0.26,Current
LN100366,CUST200366,27,88064.09,577,16098.31,36,24.01,Education,Employed,Mortgage,0.06,Fully Paid
LN100367,CUST200367,56,80909.14,835,24697.24,36,10.62,Debt Consolidation,Employed,Rent,0.21,Fully Paid
LN100368,CUST200368,40,56817.0,621,9781.72,60,20.61,Credit Card Reinvestment,Employed,Rent,0.4,Current
LN100369,CUST200369,21,36195.77,589,12057.98,36,21.52,Home Improvement,Employed,Rent,0.09,Fully Paid
LN100370,CUST200370,28,69450.77,845,21129.42,36,10.3,Debt Consolidation,Employed,Rent,0.16,Fully Paid
LN100371,CUST200371,36,68077.65,692,8979.82,36,18.04,Debt Consolidation,Employed,Own,0.28,Fully Paid
LN100372,CUST200372,34,88108.36,743,16230.0,36,17.2,Debt Consolidation,Employed,Own,0.09,Fully Paid
LN100373,CUST200373,32,53906.61,648,11733.74,36,21.76,Small Business,Self-Employed,Mortgage,0.29,Charged Off
LN100374,CUST200374,43,94873.05,645,13051.0,36,20.31,Small Business,Employed,Mortgage,0.14,Fully Paid
LN100375,CUST200375,35,51493.67,815,21065.16,36,10.58,Home Improvement,Employed,Mortgage,0.2,Fully Paid
LN100376,CUST200376,48,31354.21,640,12012.38,60,17.29,Debt Consolidation,Employed,Rent,0.17,Current
LN100377,CUST200377,54,36692.93,785,21325.95,36,15.31,Small Business,Employed,Rent,0.22,Fully Paid
LN100378,CUST200378,22,63439.71,838,1000.0,60,9.98,Home Improvement,Employed,Rent,0.1,Fully Paid
LN100379,CUST200379,52,63362.14,610,3563.08,60,21.52,Home Improvement,Employed,Mortgage,0.08,Current
LN100380,CUST200380,43,73196.53,607,1000.0,60,20.92,Home Improvement,Employed,Mortgage,0.18,Current
LN100381,CUST200381,42,62740.65,780,5673.84,36,15.78,Debt Consolidation,Employed,Mortgage,0.15,Fully Paid
LN100382,CUST200382,45,89432.96,549,29854.75,60,23.8,Home Improvement,Employed,Rent,0.15,Current
LN100383,CUST200383,42,58472.65,513,14859.71,60,24.43,Credit Card Reinvestment,Employed,Mortgage,0.11,Charged Off
LN100384,CUST200384,42,18000.0,633,9229.58,36,22.77,Home Improvement,Employed,Mortgage,0.21,Charged Off
LN100385,CUST200385,62,61972.58,575,21262.45,36,23.23,Small Business,Employed,Rent,0.03,Current
LN100386,CUST200386,26,18000.0,583,22392.09,36,22.51,Debt Consolidation,Employed,Mortgage,0.26,Fully Paid
LN100387,CUST200387,35,71784.77,842,5233.22,36,10.3,Home Improvement,Employed,Rent,0.27,Fully Paid
LN100388,CUST200388,63,91429.82,657,34985.6,36,17.0,Debt Consolidation,Employed,Mortgage,0.18,Charged Off
LN100389,CUST200389,57,40344.39,785,17210.65,36,13.21,Major Purchase,Employed,Mortgage,0.15,Fully Paid
LN100390,CUST200390,53,100463.92,813,18218.82,60,10.23,Debt Consolidation,Employed,Rent,0.29,Current
LN100391,CUST200391,28,86070.78,593,18977.87,36,20.8,Debt Consolidation,Self-Employed,Rent,0.33,Fully Paid
LN100392,CUST200392,64,95162.0,796,18961.1,60,14.36,Major Purchase,Employed,Rent,0.28,Current
LN100393,CUST200393,64,69739.1,593,10028.21,36,22.75,Debt Consolidation,Employed,Mortgage,0.17,Fully Paid
LN100394,CUST200394,25,40180.87,556,31900.15,36,22.25,Credit Card Reinvestment,Employed,Own,0.15,Charged Off
LN100395,CUST200395,59,84520.39,663,12718.49,36,22.88,Education,Employed,Mortgage,0.35,Current
LN100396,CUST200396,24,49384.98,819,22660.14,36,14.15,Home Improvement,Employed,Rent,0.05,Fully Paid
LN100397,CUST200397,26,67947.11,597,11200.52,60,21.08,Debt Consolidation,Employed,Mortgage,0.13,Current
LN100398,CUST200398,52,60716.23,515,9781.87,36,26.11,Debt Consolidation,Employed,Mortgage,0.13,Charged Off
LN100399,CUST200399,50,93117.4,843,30214.92,36,10.41,Major Purchase,Employed,Rent,0.15,Fully Paid
LN100400,CUST200400,55,83258.18,577,14133.03,60,22.3,Debt Consolidation,Employed,Rent,0.09,Fully Paid
LN100401,CUST200401,60,62985.86,845,14727.14,36,10.66,Credit Card Reinvestment,Employed,Mortgage,0.38,Fully Paid
LN100402,CUST200402,36,18000.0,571,17268.94,60,20.34,Major Purchase,Employed,Mortgage,0.25,Charged Off
LN100403,CUST200403,33,49119.31,769,35814.16,36,15.04,Home Improvement,Employed,Mortgage,0.35,Current
LN100404,CUST200404,62,82605.56,786,32350.09,36,13.55,Major Purchase,Self-Employed,Rent,0.1,Fully Paid
LN100405,CUST200405,50,72002.76,565,25270.26,36,22.5,Debt Consolidation,Employed,Mortgage,0.15,Fully Paid
LN100406,CUST200406,39,27419.45,567,37828.98,60,22.28,Home Improvement,Employed,Mortgage,0.06,Fully Paid
LN100407,CUST200407,37,19835.3,692,7443.39,36,15.97,Credit Card Reinvestment,Employed,Rent,0.09,Fully Paid
LN100408,CUST200408,39,69887.73,554,20247.07,60,25.22,Debt Consolidation,Employed,Mortgage,0.26,Current
LN100409,CUST200409,48,38573.57,667,15606.58,60,18.69,Debt Consolidation,Employed,Own,0.09,Fully Paid
LN100410,CUST200410,46,40980.09,524,1000.0,36,23.64,Credit Card Reinvestment,Employed,Mortgage,0.02,Fully Paid
LN100411,CUST200411,57,81815.19,630,18704.78,36,17.84,Credit Card Reinvestment,Employed,Mortgage,0.07,Current
LN100412,CUST200412,46,95055.97,824,11073.39,60,14.15,Home Improvement,Unemployed,Mortgage,0.2,Fully Paid
LN100413,CUST200413,43,46232.45,601,27268.01,36,22.34,Major Purchase,Employed,Mortgage,0.19,Charged Off
LN100414,CUST200414,29,63880.99,781,11839.83,36,13.76,Home Improvement,Unemployed,Mortgage,0.2,Fully Paid
LN100415,CUST200415,32,63143.83,795,11384.86,36,11.27,Small Business,Employed,Mortgage,0.17,Charged Off
LN100416,CUST200416,21,60894.9,793,27264.55,60,15.77,Credit Card Reinvestment,Self-Employed,Rent,0.08,Fully Paid
LN100417,CUST200417,21,66014.96,762,14476.37,60,13.97,Debt Consolidation,Employed,Mortgage,0.03,Fully Paid
LN100418,CUST200418,54,83912.47,619,24303.02,36,19.23,Debt Consolidation,Self-Employed,Own,0.31,Fully Paid
LN100419,CUST200419,52,48151.89,730,18394.88,36,15.73,Credit Card Reinvestment,Employed,Rent,0.24,Current
LN100420,CUST200420,45,26868.06,790,18502.17,60,13.96,Small Business,Self-Employed,Mortgage,0.12,Fully Paid
LN100421,CUST200421,60,107250.25,660,13047.62,36,18.35,Debt Consolidation,Employed,Rent,0.44,Charged Off
LN100422,CUST200422,21,92235.55,660,19017.68,60,13.52,Home Improvement,Employed,Own,0.32,Current
LN100423,CUST200423,36,37409.05,577,13948.07,36,22.29,Debt Consolidation,Employed,Mortgage,0.02,Current
LN100424,CUST200424,59,68390.8,537,8569.57,60,24.9,Debt Consolidation,Employed,Mortgage,0.12,Charged Off
LN100425,CUST200425,25,90267.55,527,14165.97,60,22.58,Credit Card Reinvestment,Employed,Mortgage,0.33,Charged Off
LN100426,CUST200426,42,83726.1,599,25302.65,36,23.38,Debt Consolidation,Unemployed,Mortgage,0.08,Current
LN100427,CUST200427,49,76550.33,793,19288.07,36,14.59,Credit Card Reinvestment,Employed,Mortgage,0.11,Fully Paid
LN100428,CUST200428,23,60744.33,623,21147.53,36,20.78,Small Business,Self-Employed,Own,0.03,Current
LN100429,CUST200429,32,108182.6,591,15011.74,36,19.84,Education,Unemployed,Rent,0.16,Charged Off
LN100430,CUST200430,46,70521.47,754,1000.0,36,15.26,Debt Consolidation,Employed,Rent,0.04,Fully Paid
LN100431,CUST200431,36,52126.02,596,5228.57,36,21.69,Credit Card Reinvestment,Employed,Mortgage,0.02,Current
LN100432,CUST200432,57,86776.89,505,12687.96,36,24.68,Small Business,Employed,Own,0.02,Charged Off
LN100433,CUST200433,42,67401.47,668,5919.5,36,19.62,Debt Consolidation,Employed,Rent,0.07,Fully Paid
LN100434,CUST200434,49,73744.94,770,10805.14,60,13.66,Home Improvement,Employed,Rent,0.13,Current
LN100435,CUST200435,34,70078.73,607,10515.56,36,20.31,Small Business,Employed,Rent,0.16,Charged Off
